Model Year,Engine Displacement (L),Equivalent Test Weight (lbs),Transmission,Drive System,Model,Predicted CO₂ (g/mi),timestamp
2025,2.5,3750,MT,FWD,Tree-based (GBDT),307.5,2025-12-14 22:31:55.380720
